Genus,Species_name,Arctic.herb.subzone,northern.Arctic.dwarf.shrub.subzone,middle.Arctic.dwarf.shrub.subzone,southern.Arctic.dwarf.shrub.subzone,Arctic.shrub.subzone,Adjacent.non.Arctic..Boreal.or.Boreal.alpine..area,Species.occurring.in.the.Arctic,Arctic.endemic.species..A.E.,Borderline.species..bEN.,Species.occuring.as.stabilized.introduction.only,Species.occuring.as.native.and.non.native.stabilized,Species.occurring.as.non.native.stabilized.and.casual,Sspecies.occurring.as.native.and.non.native.stabilized.and.casual,Species.occurring.both.as.native.and.casual,PAF.code.number.of.genus
 Agrostis, A. stolonifera,No,No,No,?,S,F,1,,NA,NA,1,NA,NA,NA,NA
 Agrostis, A. gigantea,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Agrostis, A. capillaris,No,No,No,No,S,F,1,,NA,NA,1,NA,NA,NA,NA
 Agrostis, A. exarata,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Agrostis, A. alaskana,No,No,No,No,b,S,1,,1,NA,NA,NA,NA,NA,NA
 Agrostis, A. canina,No,No,No,No,R,F,1,,NA,NA,1,NA,NA,NA,NA
 Agrostis, A. vinealis,No,No,R,S,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Agrostis, A. kudoi,No,No,?,S,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Agrostis, A. mertensii,No,No,R,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Agrostis, A. anadyrensis,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Agrostis, A. clavata,No,No,No,No,*,S,1,,NA,1,NA,NA,NA,NA,NA
 Agrostis, A. scabra,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Festuca, F. altaica,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Festuca,a F. rubra ssp. rubra,No,No,R,S,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Festuca,b F. rubra ssp. richardsonii,No,S,F,F,F,S,1,,NA,NA,NA,NA,NA,NA,NA
 Festuca, F. baffinensis,No,S,F,F,F,S,1,,NA,NA,NA,NA,NA,NA,NA
 Festuca, F. brevissima,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Festuca, F. hyperborea,S,F,F,S,R,No,1,1,NA,NA,NA,NA,NA,NA,NA
 Festuca, F. edlundiae,R,F,F,S,R,No,1,1,NA,NA,NA,NA,NA,NA,NA
 Festuca, F. brachyphylla,R,F,F,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Festuca, F. groenlandica,No,No,R,S,S,No,1,1,NA,NA,NA,NA,NA,NA,NA
 Festuca, F. vivipara,No,No,?,S,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Festuca, F. frederikseniae,No,R,F,F,F,R,1,,NA,NA,NA,NA,NA,NA,NA
 Festuca, F. viviparoidea,No,R,F,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Festuca, F. lenensis,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Festuca, F. auriculata,No,R,S,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Festuca, F. saximontana,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Festuca, F. kolymensis,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Festuca, F. ovina (ssp. ovina),No,No,No,?,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Schedonorus, S. pratensis,No,No,No,No,*,*,1,,NA,NA,NA,1,NA,NA,NA
 Lolium, L. perenne,No,No,No,No,*,*,1,,NA,NA,NA,1,NA,NA,NA
 Arctopoa, A. eminens,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Arctopoa, A. trautvetteri,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Arctopoa, A. subfastigiata,No,No,No,No,*,S,1,,NA,1,NA,NA,NA,NA,NA
 Poa,a P. alpina var. alpina,No,R,F,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Poa,b P. alpina var. vivipara,R,F,F,F,S,R,1,,NA,NA,NA,NA,NA,NA,NA
 Poa, P. x jemtlandica,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Poa,a P. arctica ssp. arctica,S,F,F,F,F,S,1,,NA,NA,NA,NA,NA,NA,NA
 Poa,b P. arctica ssp. caespitans,S,F,F,S,R,R,1,,NA,NA,NA,NA,NA,NA,NA
 Poa,c P. arctica ssp. lanata,No,No,?,S,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Poa, P. macrocalyx,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Poa,a P. pratensis ssp. pratensis,No,No,No,*,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Poa,b P. pratensis ssp. angustifolia,No,No,No,No,*,R,1,,NA,1,NA,NA,NA,NA,NA
 Poa,c P. pratensis ssp. irrigata,No,No,No,*,F,F,1,,NA,NA,1,NA,NA,NA,NA
 Poa,d P. pratensis ssp. alpigena,R,F,F,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Poa,e P. pratensis ssp. colpodea,R,F,F,S,R,No,1,1,NA,NA,NA,NA,NA,NA,NA
 Poa, P. sublanata,No,No,No,?,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Poa, P. porsildii,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Poa, P. sibirica,No,No,No,R,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Poa, P. trivialis (ssp. trivialis),No,No,**,No,R,F,1,,NA,NA,NA,NA,1,NA,NA
 Poa, P. nemoralis,No,No,No,No,S,F,1,,NA,NA,1,NA,NA,NA,NA
 Poa, P. palustris,No,No,**,*,S,F,1,,NA,NA,NA,NA,1,NA,NA
 Poa, P. ochotensis,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Poa, P. botryoides,No,No,No,?,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Poa, P. arctostepporum,No,No,?,R,R,R,1,,NA,NA,NA,NA,NA,NA,NA
 Poa, P. glauca,No,S,F,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Poa, P. compressa,No,No,No,No,*,R,1,,NA,NA,NA,1,NA,NA,NA
 Poa,a P. hartzii ssp. hartzii,No,R,F,F,S,R,1,,NA,NA,NA,NA,NA,NA,NA
 Poa,b P. hartzii ssp. alaskana,No,No,No,No,R,No,1,1,NA,NA,NA,NA,NA,NA,NA
 Poa,c P. hartzii ssp. vrangelica,No,No,?,R,R,No,1,1,NA,NA,NA,NA,NA,NA,NA
 Poa, P. ammophila,No,No,No,No,S,No,1,1,NA,NA,NA,NA,NA,NA,NA
 Poa,a P. abbreviata ssp. abbreviata,F,F,F,S,R,R,1,,NA,NA,NA,NA,NA,NA,NA
 Poa,b P. abbreviata ssp. pattersonii,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Poa, P. pseudoabbreviata,No,No,R,S,S,S,1,,NA,NA,NA,NA,NA,NA,NA
 Poa,a P. laxa ssp. flexuosa,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Poa, P. sp. (aff. laxa),No,No,No,R,R,R,1,,NA,NA,NA,NA,NA,NA,NA
 Poa, P. leptocoma,No,No,No,R,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Poa, P. paucispicula,No,No,?,S,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Poa, P. supina,No,No,No,No,*,S,1,,NA,1,NA,NA,NA,NA,NA
 Poa, P. annua,No,No,**,R,S,F,1,,NA,NA,NA,NA,1,NA,NA
 Hyalopoa, H. lanatiflora,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Arctophila, A. fulva,No,S,F,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Arctophila, xArctodupontia,,,,,,,NA,,NA,NA,NA,NA,NA,NA,3428
 Arctophila, xA. scleroclada,No,No,R,R,R,No,1,1,NA,NA,NA,NA,NA,NA,NA
 Dupontia, D. fisheri,R,F,F,F,F,S,1,,NA,NA,NA,NA,NA,NA,NA
 Dupontia, xDuarctopoa,,,,,,,NA,,NA,NA,NA,NA,NA,NA,3430
 Dupontia, xD. labradorica,No,No,No,R,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Puccinellia,a P. phryganodes ssp. phryganodes,No,No,?,S,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Puccinellia,b P. phryganodes ssp. neoarctica,No,S,F,F,F,S,1,,NA,NA,NA,NA,NA,NA,NA
 Puccinellia,c P. phryganodes ssp. sibirica,No,?,S,F,F,S,1,,NA,NA,NA,NA,NA,NA,NA
 Puccinellia,d P. phryganodes ssp. vilfoidea,No,S,F,S,No,No,1,1,NA,NA,NA,NA,NA,NA,NA
 Puccinellia, P. maritima,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Puccinellia, P. nuttalliana,No,No,R,S,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Puccinellia,a P. borealis ssp. borealis,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Puccinellia,b P. borealis ssp. neglecta,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Puccinellia, P. banksiana,No,No,No,R,No,No,1,1,NA,NA,NA,NA,NA,NA,NA
 Puccinellia, P. hauptiana,No,No,No,R,S,F,1,,NA,NA,1,NA,NA,NA,NA
 Puccinellia, P. distans,No,No,No,No,*,S,1,,NA,1,NA,NA,NA,NA,NA
 Puccinellia, P. nutkaensis,No,No,R,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Puccinellia, P. arctica,No,R,R,R,F,S,1,,NA,NA,NA,NA,NA,NA,NA
 Puccinellia, P. porsildii,No,No,No,R,R,No,1,1,NA,NA,NA,NA,NA,NA,NA
 Puccinellia, P. groenlandica,No,No,?,S,S,No,1,1,NA,NA,NA,NA,NA,NA,NA
 Puccinellia, P. andersonii,R,S,S,S,R,No,1,1,NA,NA,NA,NA,NA,NA,NA
 Puccinellia, P. vaginata,No,R,F,F,F,R,1,,NA,NA,NA,NA,NA,NA,NA
 Puccinellia, P. angustata,S,F,F,S,R,No,1,1,NA,NA,NA,NA,NA,NA,NA
 Puccinellia, P. palibinii,No,No,R,S,?,No,1,1,NA,NA,NA,NA,NA,NA,NA
 Puccinellia, P. sibirica,No,No,?,S,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Puccinellia, P. lenensis,No,No,No,R,S,S,1,,NA,NA,NA,NA,NA,NA,NA
 Puccinellia, P. svalbardensis,No,R,R,No,No,No,1,1,NA,NA,NA,NA,NA,NA,NA
 Puccinellia, P. gorodkovii,No,R,R,No,No,No,1,1,NA,NA,NA,NA,NA,NA,NA
 Puccinellia, P. pumila,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Puccinellia, P. tenella,No,No,?,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Puccinellia, P. langeana,No,No,?,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Puccinellia, P. bruggemannii,R,F,F,S,F,No,1,1,NA,NA,NA,NA,NA,NA,NA
 Puccinellia, P. vahliana,F,F,F,S,R,No,1,1,NA,NA,NA,NA,NA,NA,NA
 Puccinellia,a P. wrightii ssp. wrightii,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Puccinellia,b P. wrightii ssp. colpodioides,No,No,R,R,No,No,1,1,NA,NA,NA,NA,NA,NA,NA
 Puccinellia, P. beringensis,No,No,No,No,R,No,1,1,NA,NA,NA,NA,NA,NA,NA
 Phippsia, P. algida,F,F,F,S,R,R,1,,NA,NA,NA,NA,NA,NA,NA
 Phippsia, P. concinna,F,F,F,S,R,R,1,,NA,NA,NA,NA,NA,NA,NA
 Phippsia, xPucciphippsia,,,,,,,NA,,NA,NA,NA,NA,NA,NA,3433
 Phippsia, xP. vacillans,R,S,S,?,No,No,1,1,NA,NA,NA,NA,NA,NA,NA
 Phippsia, xP. czukczorum,No,No,No,R,R,No,1,1,NA,NA,NA,NA,NA,NA,NA
 Catabrosa, C. aquatica,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Dactylis, D. glomerata,No,No,No,No,*,S,1,,NA,1,NA,NA,NA,NA,NA
 Cinna, C. latifolia,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Arctagrostis,a A. latifolia ssp. latifolia,R,F,F,F,F,S,1,,NA,NA,NA,NA,NA,NA,NA
 Arctagrostis,b A. latifolia ssp. arundinacea,No,No,No,?,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Beckmannia, B. syzigachne,No,No,No,No,R,F,1,,NA,NA,NA,NA,1,NA,NA
 Beckmannia,a B. eruciformis ssp. borealis,No,No,No,No,R,R,1,,NA,NA,NA,NA,NA,1,NA
 Phalaroides, P. arundinacea,No,No,No,No,R,F,1,,NA,NA,1,NA,NA,NA,NA
 Phleum, P. alpinum,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Phleum, P. pratense (ssp. pratense),No,No,**,**,*,*,1,,NA,NA,NA,1,NA,NA,NA
 Limnas, L. malyschevii,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Alopecurus,a A. pratensis ssp. pratensis,No,No,No,No,*,S,1,,NA,NA,NA,1,NA,NA,NA
 Alopecurus,b A. pratensis ssp. alpestris,No,No,No,R,F,S,1,,NA,NA,NA,NA,NA,NA,NA
 Alopecurus, A. arundinaceus,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Alopecurus, A. borealis,S,F,F,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Alopecurus, A. stejnegeri,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Alopecurus, A. glaucus,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Alopecurus, A. aequalis,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Alopecurus, A. geniculatus,No,No,No,No,*,F,1,,NA,1,NA,NA,NA,NA,NA
 Schizachne, S. purpurascens,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Glyceria, G. borealis,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Glyceria, G. striata,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Glyceria,a G. grandis var. komarovii,No,No,No,No,b,S,1,,1,NA,NA,NA,NA,NA,NA
 Pleuropogon, P. sabinei,R,F,F,S,No,No,1,1,NA,NA,NA,NA,NA,NA,NA
 Melica, M. nutans,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Piptatherum, P. canadense,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Piptatherum, P. pungens,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Nardus, N. stricta,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Molinia, M. caerulea,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Danthonia, D. intermedia,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Danthonia, D. spicata,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Muhlenbergia, M. glomerata,No,No,No,No,b,S,1,,1,NA,NA,NA,NA,NA,NA
 Ceratophyllum, C. demersum,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Caltha,a C. palustris ssp. palustris,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Caltha,b C. palustris ssp. radicans,No,No,R,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Caltha,c C. palustris ssp. sibirica,No,No,No,No,R,R,1,,NA,NA,NA,NA,NA,NA,NA
 Caltha, C. natans,No,No,No,R,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Trollius, T. europaeus,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Trollius, T. x apertus,No,No,No,S,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Trollius, T. asiaticus,No,No,R,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Trollius, T. sibiricus,No,No,No,S,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Trollius, T. membranostylis,No,No,No,R,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Trollius, T. chartosepalus,No,No,No,R,R,R,1,,NA,NA,NA,NA,NA,NA,NA
 Actaea, A. spicata,No,No,No,No,b,F,1,,1,NA,NA,NA,NA,NA,NA
 Actaea, A. erythrocarpa,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Actaea, A. rubra,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Coptis, C. trifolia,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Aquilegia, A. brevistyla,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Thalictrum, T. alpinum,No,No,R,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Thalictrum,a T. sparsiflorum ssp. sparsiflorum,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Thalictrum,b T. sparsiflorum ssp. richardsonii,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Thalictrum, T. venulosum,No,No,No,No,b,S,1,,1,NA,NA,NA,NA,NA,NA
 Thalictrum, T. foetidum,No,No,No,No,b,S,1,,1,NA,NA,NA,NA,NA,NA
 Thalictrum,a T. minus ssp. kemense,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Thalictrum,a T. simplex ssp. boreale,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Thalictrum, T. flavum,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Delphinium, D. cheilanthum,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Delphinium, D. chamissonis,No,No,R,F,F,S,1,,NA,NA,NA,NA,NA,NA,NA
 Delphinium,a D. brachycentrum ssp. maydellianum,No,No,No,No,S,R,1,,NA,NA,NA,NA,NA,NA,NA
 Delphinium, D. middendorffii,No,No,R,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Delphinium, D. glaucum,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Delphinium,a D. elatum ssp. elatum,No,No,No,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Delphinium,b D. elatum ssp. cryophilum,No,No,No,R,R,No,1,1,NA,NA,NA,NA,NA,NA,NA
 Delphinium, D. ochotense,No,No,No,No,R,R,1,,NA,NA,NA,NA,NA,NA,NA
 Aconitum,a A. lycoctonum ssp. septentrionale,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Aconitum, A. baicalense,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Aconitum, A. x stoerkianum,No,No,No,No,*,*,1,,NA,1,NA,NA,NA,NA,NA
 Aconitum,a A. delphinifolium var. delphinifolium,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Aconitum,b A. delphinifolium var. paradoxum,No,No,No,S,F,S,1,,NA,NA,NA,NA,NA,NA,NA
 Aconitum, A. productum,No,No,No,S,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Anemone, A. canadensis,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Anemone, A. dichotoma,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Anemone, A. nemorosa,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,1,NA
 Anemone,a A. ranunculoides ssp. jenisseensis,No,No,No,No,b,S,1,,1,NA,NA,NA,NA,NA,NA
 Anemone, A. richardsonii,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Anemone,a A. sylvestris ssp. sylvestris,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Anemone,b A. sylvestris ssp. ochotensis,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Anemone, A. parviflora,No,No,R,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Anemone,a A. drummondii var. lithophila,No,No,No,No,R,R,1,,NA,NA,NA,NA,NA,NA,NA
 Anemone, A. multiceps,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Anemone, A. multifida,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Anemone, A. biarmiensis,No,No,No,No,b,F,1,,1,NA,NA,NA,NA,NA,NA
 Anemone, A. calva,No,No,No,No,R,R,1,,NA,NA,NA,NA,NA,NA,NA
 Anemone, A. sibirica,No,No,No,S,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Anemone, A. villosissima,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Pulsatilla,a P. patens ssp. multifida,No,No,?,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Pulsatilla,b P. patens ssp. angustifolia,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Pulsatilla, P. dahurica,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Clematis, C. sibirica,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Clematis, C. ochotensis,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Oxygraphis, O. glacialis,No,R,S,S,S,R,1,,NA,NA,NA,NA,NA,NA,NA
 Ranunculus,a R. glacialis ssp. glacialis,No,R,F,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Ranunculus,b R. glacialis ssp. alaskensis,No,No,No,?,R,No,1,1,NA,NA,NA,NA,NA,NA,NA
 Ranunculus, R. camissonis,No,No,R,S,S,R,1,,NA,NA,NA,NA,NA,NA,NA
 Ranunculus, R. reptans,No,No,?,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Ranunculus,a R. sceleratus ssp. sceleratus,No,No,No,No,*,S,1,,NA,1,NA,NA,NA,NA,NA
 Ranunculus,b R. sceleratus ssp. reptabundus,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Ranunculus,c R. sceleratus ssp. multifidus,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Ranunculus,a R. gmelinii ssp. gmelinii,No,R,S,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Ranunculus,b R. gmelinii ssp. purshii,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Ranunculus,a R. hyperboreus ssp. hyperboreus,R,F,F,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Ranunculus,b R. hyperboreus ssp. arnellii,R,F,F,F,S,R,1,,NA,NA,NA,NA,NA,NA,NA
 Ranunculus,c R. hyperboreus ssp. tricrenatus,No,No,No,R,R,R,1,,NA,NA,NA,NA,NA,NA,NA
 Ranunculus, R. peltatus,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Ranunculus, R. aquatilis,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Ranunculus, R. confervoides,No,R,S,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Ranunculus, R. subrigidus,No,R,R,S,S,S,1,,NA,NA,NA,NA,NA,NA,NA
 Ranunculus, R. pygmaeus,F,F,F,F,F,S,1,,NA,NA,NA,NA,NA,NA,NA
 Ranunculus, R. sabinei,F,F,F,S,R,No,1,1,NA,NA,NA,NA,NA,NA,NA
 Ranunculus, R. nivalis,F,F,F,F,F,S,1,,NA,NA,NA,NA,NA,NA,NA
 Ranunculus, R. sulphureus,F,F,F,F,F,S,1,,NA,NA,NA,NA,NA,NA,NA
 Ranunculus, R. eschscholtzii (ssp. eschscholtzii),No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Ranunculus, R. punctatus,No,No,No,No,R,No,1,1,NA,NA,NA,NA,NA,NA,NA
 Ranunculus, R. grayi,No,No,R,S,S,R,1,,NA,NA,NA,NA,NA,NA,NA
 Ranunculus, R. allenii,No,No,No,R,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Ranunculus, R. arcticus,No,R,F,F,F,S,1,,NA,NA,NA,NA,NA,NA,NA
 Ranunculus, R. rigescens,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Ranunculus, R. auricomus s. lat.,No,No,R,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Ranunculus, R. monophyllos s. lat.,No,No,R,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Ranunculus, R. abortivus,No,No,No,No,b,S,1,,1,NA,NA,NA,NA,NA,NA
 Ranunculus, R. acris,No,No,**,R,F,F,1,,NA,NA,NA,NA,1,NA,NA
 Ranunculus,a R. subborealis ssp. subborealis,No,R,F,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Ranunculus,b R. subborealis ssp. villosus,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Ranunculus,c R. subborealis ssp. pumilus,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Ranunculus,a R. turneri ssp. turneri,No,No,No,R,R,R,1,,NA,NA,NA,NA,NA,NA,NA
 Ranunculus,b R. turneri ssp. jacuticus,No,No,No,R,S,R,1,,NA,NA,NA,NA,NA,NA,NA
 Ranunculus, R. subcorymbosus,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Ranunculus, R. repens,No,No,**,*,F,F,1,,NA,NA,NA,NA,1,NA,NA
 Ranunculus, R. pensylvanicus,No,No,No,No,b,S,1,,1,NA,NA,NA,NA,NA,NA
 Ranunculus, R. macounii,No,No,No,No,b,S,1,,1,NA,NA,NA,NA,NA,NA
 Ranunculus, R. pacificus,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Cyrtorhyncha, C. cymbalaria,No,No,No,R,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Coptidium, C. lapponicum,No,R,F,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Coptidium, C. x spitsbergense,No,R,S,R,R,No,1,1,NA,NA,NA,NA,NA,NA,NA
 Coptidium, C. pallasii,No,No,R,F,F,S,1,,NA,NA,NA,NA,NA,NA,NA
 Papaver, P. walpolei,No,No,No,R,S,R,1,,NA,NA,NA,NA,NA,NA,NA
 Papaver, P. gorodkovii,No,No,R,S,R,No,1,1,NA,NA,NA,NA,NA,NA,NA
 Papaver, P. cornwallisensis,F,F,S,R,No,No,1,1,NA,NA,NA,NA,NA,NA,NA
 Papaver, P. uschakovii,No,No,R,R,No,No,1,1,NA,NA,NA,NA,NA,NA,NA
 Papaver, P. calcareum,No,No,R,R,No,No,1,1,NA,NA,NA,NA,NA,NA,NA
 Papaver," P. ""murrayi""",No,No,No,R,R,No,1,1,NA,NA,NA,NA,NA,NA,NA
 Papaver, P. dahlianum,F,F,F,S,R,R,1,,NA,NA,NA,NA,NA,NA,NA
 Papaver, P. alaskanum,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Papaver, P. mcconnellii,No,No,No,No,S,S,1,,NA,NA,NA,NA,NA,NA,NA
 Papaver, P. macounii,No,No,No,No,R,R,1,,NA,NA,NA,NA,NA,NA,NA
 Papaver, P. anjuicum,No,No,No,No,R,No,1,1,NA,NA,NA,NA,NA,NA,NA
 Papaver, P. variegatum,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
