Genus,Species_name,Arctic.herb.subzone,northern.Arctic.dwarf.shrub.subzone,middle.Arctic.dwarf.shrub.subzone,southern.Arctic.dwarf.shrub.subzone,Arctic.shrub.subzone,Adjacent.non.Arctic..Boreal.or.Boreal.alpine..area,Species.occurring.in.the.Arctic,Arctic.endemic.species..A.E.,Borderline.species..bEN.,Species.occuring.as.stabilized.introduction.only,Species.occuring.as.native.and.non.native.stabilized,Species.occurring.as.non.native.stabilized.and.casual,Sspecies.occurring.as.native.and.non.native.stabilized.and.casual,Species.occurring.both.as.native.and.casual,PAF.code.number.of.genus
 Packera, P. heterophylla,No,No,R,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Packera, P. ogotorukensis,No,No,No,R,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Packera,a P. hyperborealis ssp. hyperborealis,No,No,R,F,F,S,1,,NA,NA,NA,NA,NA,NA,NA
 Packera,b P. hyperborealis ssp. wrangelica,No,No,R,R,No,No,1,1,NA,NA,NA,NA,NA,NA,NA
 Packera, P. pauciflora,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Packera, P. paupercula,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Tephroseris,a T. palustris ssp. congesta,No,No,R,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Tephroseris, T. jacutica,No,No,No,No,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Tephroseris, T. integrifolia,No,No,R,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Tephroseris, T. tundricola,No,No,No,S,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Tephroseris, T. lindstroemii,No,No,R,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Tephroseris, T. atropurpurea,No,No,R,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Tephroseris, T. frigida,No,No,R,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Tephroseris, T. subfrigida,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Tephroseris, T. kjellmanii,No,No,No,S,F,S,1,,NA,NA,NA,NA,NA,NA,NA
 Tephroseris, T. yukonensis,No,No,No,R,S,S,1,,NA,NA,NA,NA,NA,NA,NA
 Ligularia, L. sibirica,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Saussurea, S. schanginiana,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Saussurea, S. nuda,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Saussurea, S. oxyodonta,No,No,No,?,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Saussurea, S. parviflora,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Saussurea, S. alpina,No,No,R,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Saussurea,a S. angustifolia ssp. angustifolia,No,No,R,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Saussurea,b S. angustifolia var. viscida,No,No,No,R,R,R,1,,NA,NA,NA,NA,NA,NA,NA
 Saussurea,c S. angustifolia ssp. yukonensis,No,No,R,S,S,S,1,,NA,NA,NA,NA,NA,NA,NA
 Saussurea, S. tilesii,No,S,F,F,F,S,1,,NA,NA,NA,NA,NA,NA,NA
 Saussurea, S. triangulata,No,No,No,No,b,R,1,,1,NA,NA,NA,NA,NA,NA
 Carduus, C. crispus,No,No,No,No,*,R,1,,NA,NA,NA,1,NA,NA,NA
 Cirsium, C. heterophyllum,No,No,No,S,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Cirsium, C. helenioides,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Cirsium,a C. arvense ssp. arvense,No,No,No,No,*,S,1,,NA,1,NA,NA,NA,NA,NA
 Cirsium,b C. arvense ssp. setosum,No,No,No,No,*,S,1,,NA,1,NA,NA,NA,NA,NA
 Cirsium, C. drummondii,No,No,No,No,b,S,1,,1,NA,NA,NA,NA,NA,NA
 Cirsium, Centaurea,,,,,,,NA,,NA,NA,NA,NA,NA,NA,8635
 Cirsium, C. montana,No,No,No,No,*,*,1,,NA,1,NA,NA,NA,NA,NA
 Scorzoneroides,a S. autumnalis ssp. autumnalis,No,No,No,No,*,F,1,,NA,NA,NA,1,NA,NA,NA
 Scorzoneroides,b S. autumnalis ssp. taraxaci,No,No,No,?,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Sonchus,a S. arvensis ssp. arvensis,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,1,NA
 Sonchus,b S. arvensis ssp. uliginosus,No,No,No,No,*,*,1,,NA,1,NA,NA,NA,NA,NA
 Lactuca, L. sibirica,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Lactuca,b L. tatarica ssp. pulchella,No,No,No,No,b,S,1,,1,NA,NA,NA,NA,NA,NA
 Cicerbita, C. alpina,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Agoseris,a A. glauca var. dasycephala,No,No,No,No,R,No,1,1,NA,NA,NA,NA,NA,NA,NA
 Taraxacum, T. holmenianum,?,S,S,S,R,No,1,1,NA,NA,NA,NA,NA,NA,NA
 Taraxacum, T. phymatocarpum agg.,R,F,F,F,S,R,1,,NA,NA,NA,NA,NA,NA,NA
 Taraxacum, T. soczavae agg.,No,No,R,F,F,S,1,,NA,NA,NA,NA,NA,NA,NA
 Taraxacum, T. alaskanum agg.,No,No,S,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Taraxacum, T. arcticum agg.,No,R,F,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Taraxacum, T. glabrum agg.,No,R,S,S,S,R,1,,NA,NA,NA,NA,NA,NA,NA
 Taraxacum, T. ceratophorum agg.,No,R,F,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Taraxacum, T. macroceras agg.,No,R,R,S,S,S,1,,NA,NA,NA,NA,NA,NA,NA
 Taraxacum, T. lacerum agg.,?,S,F,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Taraxacum, T. lateritium agg.,No,No,S,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Taraxacum, T. albescens agg.,No,No,R,R,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Taraxacum," Not assigned to aggregate: * T. longicorne (H-L, N) (R S F) / perfiljevii (D-G) (S F F)",No,No,No,S,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Taraxacum, T. praestans agg.,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Taraxacum, T. croceum agg.,No,No,R,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Taraxacum, T. islandicum agg.,No,No,R,R,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Taraxacum, T. spectabile agg.,No,No,R,No,S,S,1,,NA,NA,NA,NA,NA,NA,NA
 Taraxacum, T. boreum agg.,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Taraxacum, T. falcatum,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Taraxacum, T. jacuticum,No,No,No,No,R,?,1,?,NA,NA,NA,NA,NA,NA,NA
 Taraxacum, T. crassipes agg.,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Taraxacum, T. ruderalia agg.,No,No,**,*,R,F,1,,NA,NA,NA,NA,1,NA,NA
 Crepis, C. sibirica,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Crepis, C. paludosa,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Crepis,a C. chrysantha ssp. minor,No,No,No,S,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Crepis,a C. tectorum ssp. tectorum,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,1,NA
 Crepis,b C. tectorum ssp. nigrescens,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Crepis,c C. tectorum ssp. pumila,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Crepis, C. multicaulis,No,No,No,No,R,R,1,,NA,NA,NA,NA,NA,NA,NA
 Askellia, A. nana,R,R,S,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Askellia, A. elegans,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Stenotheca, S. tristis,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Pilosella, P. peleteriana,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Pilosella, P. cymosa,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Pilosella, P. onegensis,No,No,No,No,*,S,1,,NA,1,NA,NA,NA,NA,NA
Hieracium, Hieracium macranthelum,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Pilosella, P. islandica,No,No,No,No,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Pilosella, P. aurantiaca,No,No,No,No,*,*,1,,NA,1,NA,NA,NA,NA,NA
 Hieracium, H. murorum agg.,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Hieracium, H. bifidum agg.,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Hieracium, H. fuscocinereum agg.,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Hieracium, H. vulgatum agg.,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Hieracium, H. fasciculare agg.,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Hieracium, H. caesium agg.,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Hieracium, H. subramosum agg.,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Hieracium, H. diaphanum agg.,No,No,No,No,S,S,1,,NA,NA,NA,NA,NA,NA,NA
 Hieracium, H. diaphanoides agg.,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Hieracium, H. schmidtii agg.,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Hieracium, H. sommerfeltii agg.,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Hieracium, H. saxifragum agg.,No,No,No,No,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Hieracium, H. alatum agg.,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Hieracium, H. alpinum agg.,No,No,?,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Hieracium, H. nigrescens agg.,No,No,No,R,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Hieracium, H. atratum agg.,No,No,No,R,S,S,1,,NA,NA,NA,NA,NA,NA,NA
 Hieracium, H. rohacsense agg.,No,No,No,No,R,R,1,,NA,NA,NA,NA,NA,NA,NA
 Hieracium, H. prenanthoides agg.,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Hieracium, H. epimedium agg.,No,No,No,No,S,S,1,,NA,NA,NA,NA,NA,NA,NA
 Hieracium, H. dovrense agg.,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Hieracium, H. plicatum agg.,No,No,No,R,S,S,1,,NA,NA,NA,NA,NA,NA,NA
 Hieracium, H. truncatum agg.,No,No,No,No,R,R,1,,NA,NA,NA,NA,NA,NA,NA
 Hieracium, H. inuloides agg.,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Hieracium, H. umbellatum agg.,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Hieracium, H. laevigatum agg.,No,No,No,R,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Adoxa, A. moschatellina,No,No,?,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Sambucus,a S. racemosa ssp. pubens,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Viburnum, V. edule,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Lonicera, L. involucrata,No,No,No,No,b,F,1,,1,NA,NA,NA,NA,NA,NA
 Lonicera,a L. caerulea ssp. altaica,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Lonicera,b L. caerulea ssp. pallasii,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Lonicera,c L. caerulea ssp. villosa,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Linnaea,a L. borealis ssp. borealis,No,No,No,S,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Linnaea,b L. borealis ssp. americana,No,No,?,S,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Valeriana, V. capitata,No,No,R,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Valeriana,a V. dioica ssp. sylvatica,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Valeriana, V. officinalis,No,No,No,No,*,*,1,,NA,1,NA,NA,NA,NA,NA
 Valeriana,a V. sambucifolia ssp. procurrens,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Valeriana, V. wolgensis,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Valeriana, V. transjenisensis,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Chaerophyllum, C. prescottii,No,No,No,No,*,S,1,,NA,1,NA,NA,NA,NA,NA
 Sphallerocarpus, S. gracilis,No,No,No,No,*,S,1,,NA,1,NA,NA,NA,NA,NA
 Anthriscus,a A. sylvestris ssp. sylvestris,No,No,No,No,S,F,1,,NA,NA,1,NA,NA,NA,NA
 Anthriscus,b A. sylvestris ssp. aemula,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Myrrhis, M. odorata,No,No,No,No,*,*,1,,NA,1,NA,NA,NA,NA,NA
 Pleurospermum,a P. austriacum ssp. uralense,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Bupleurum, B. triradiatum,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Bupleurum, B. arcticum,No,No,No,S,S,S,1,,NA,NA,NA,NA,NA,NA,NA
 Bupleurum, B. americanum,No,No,No,S,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Cicuta, C. virosa,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Cicuta, C. bulbifera,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Cicuta, C. douglasii,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Sium, S. suave,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carum, C. carvi,No,No,No,No,*,F,1,,NA,NA,NA,1,NA,NA,NA
 Pimpinella, P. saxifraga,No,No,No,No,*,S,1,,NA,1,NA,NA,NA,NA,NA
 Aegopodium, A. alpestre,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Aegopodium, A. podagraria,No,No,No,No,*,S,1,,NA,1,NA,NA,NA,NA,NA
 Seseli, S. condensatum,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Ligusticum,a L. scothicum ssp. scothicum,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Ligusticum,b L. scothicum ssp. hultenii,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Podistera, P. macounii,No,No,No,No,S,S,1,,NA,NA,NA,NA,NA,NA,NA
 Pachypleurum, P. alpinum,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Cenolophium, C. denudatum,No,No,No,No,R,S,1,,NA,NA,1,NA,NA,NA,NA
 Cnidium, C. cnidiifolium,No,No,No,R,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Cnidium, C. ajanense,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Conioselinum, C. tataricum,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Conioselinum, C. pacificum,No,No,No,R,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Angelica, A. sylvestris,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Angelica,a A. archangelica ssp. archangelica,No,No,No,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Angelica,b A. archangelica var. decurrens,No,No,No,No,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Angelica, A. atropurpurea,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Angelica, A. gmelinii,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Angelica, A. genuflexa (ssp. genuflexa),No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Angelica, A. tenuifolia,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Phloiodicarpus, P. villosus,No,No,No,R,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Heracleum,a H. sphondylium ssp. sibiricum,No,No,No,No,R,F,1,,NA,NA,1,NA,NA,NA,NA
 Heracleum, H. lanatum,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Heracleum, H. dissectum,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Heracleum, H. persicum,No,No,No,No,*,*,1,,NA,1,NA,NA,NA,NA,NA
 Heracleum, H. mantegazzianum,No,No,No,No,*,*,1,,NA,1,NA,NA,NA,NA,NA
