"","SiteSubsitePlot","CoverChange","Duration"
"171","RIRI:RIRI2:RIRI2_T3",4.14114687643016,16
"172","RIRI:RIRI2:RIRI2_T4",1.03767501078265,16
"173","RIRI:RIRI2:RIRI2_T5",2.5592768227623,16
"174","RIRI:RIRI2:RIRI2_T6",-1.37465753424658,16
"175","RIRI:RIRI2:RIRI2_T7",1.1927536400428,16
"176","RIRI:RIRI2:RIRI2_T8",-1.38713989042064,16
"177","RIRI:RIRI2:RIRI2_T9",1.80046793887548,16
"178","RIRI:RIRI4:RIRI4_T1",-4.47068253283186,16
"179","RIRI:RIRI4:RIRI4_T10",1.91837541553258,16
"180","RIRI:RIRI4:RIRI4_T11",2.54813832400039,16
"181","RIRI:RIRI4:RIRI4_T12",-1.66937176208276,16
"182","RIRI:RIRI4:RIRI4_T13",-2.454067951438,16
"183","RIRI:RIRI4:RIRI4_T14",0.502626777880151,16
"184","RIRI:RIRI4:RIRI4_T15",0.65449680418878,16
"185","RIRI:RIRI4:RIRI4_T16",-0.110563029813856,16
"186","RIRI:RIRI4:RIRI4_T17",-0.485141708967851,16
"187","RIRI:RIRI4:RIRI4_T18",-2.78792741239093,16
"188","RIRI:RIRI4:RIRI4_T19",1.03987817839915,16
"189","RIRI:RIRI4:RIRI4_T20",-2.46894409937888,16
"190","RIRI:RIRI4:RIRI4_T3",-0.731262555296732,16
"191","RIRI:RIRI4:RIRI4_T4",0.172162686996548,16
"192","RIRI:RIRI4:RIRI4_T5",-0.21865889212828,16
"193","RIRI:RIRI4:RIRI4_T6",-2.32538375609098,16
"194","RIRI:RIRI4:RIRI4_T7",-3.61518204717197,16
"195","RIRI:RIRI4:RIRI4_T8",-2.97506099213879,16
"196","RIRI:RIRI4:RIRI4_T9",0.599579620580626,16
"197","RIRI:RIRI6:RIRI6_T1",-1.65188101924308,16
"198","RIRI:RIRI6:RIRI6_T10",0.284004012378999,16
"199","RIRI:RIRI6:RIRI6_T11",0.186548683384126,16
"200","RIRI:RIRI6:RIRI6_T12",2.11659855153275,16
"201","RIRI:RIRI6:RIRI6_T13",-0.887039411289472,16
"202","RIRI:RIRI6:RIRI6_T14",-0.530721457252885,16
"203","RIRI:RIRI6:RIRI6_T15",-5.14238770270567,16
"204","RIRI:RIRI6:RIRI6_T16",-1.06385125918007,16
"205","RIRI:RIRI6:RIRI6_T17",4.80857580398162,16
"206","RIRI:RIRI6:RIRI6_T18",3.77504553734062,16
"207","RIRI:RIRI6:RIRI6_T19",0.993703863548495,16
"208","RIRI:RIRI6:RIRI6_T2",1.13643457042333,16
